Word	Bigram	Conc.M	Conc.SD	Unknown	Total	Percent_known	SUBTLEX
sentence	0	3.57	1.32	0	28	1.00	1047
sentenced	0	2.22	1.12	0	27	1.00	213
sentencing	0	2.79	1.29	2	30	0.93	70
sentiment	0	2.1	1.35	0	29	1.00	162
sentimental	0	1.68	0.85	0	25	1.00	359
sentimentalism	0	1.48	0.6	2	23	0.91	0
sentimentalist	0	2.17	1.24	1	25	0.96	13
sentimentality	0	1.73	1.15	2	28	0.93	24
sentimentalize	0	1.68	0.89	1	23	0.96	1
sentimentally	0	1.68	0.95	0	25	1.00	2
sentinel	0	3.67	1.24	3	30	0.90	27
sentry	0	4.04	1.12	3	27	0.89	70
separability	0	2.08	0.84	3	29	0.90	0
separable	0	2.63	1.43	0	30	1.00	1
separate	0	3.25	1.24	0	28	1.00	1107
separately	0	2.75	1.29	1	29	0.97	109
separateness	0	2.46	1.18	0	24	1.00	7
separates	0	3.26	1.38	1	28	0.96	78
separating	0	2.96	1.45	0	28	1.00	66
separation	0	2.96	1.43	0	27	1.00	248
separatism	0	1.68	0.85	2	27	0.93	0
separatist	0	2.44	1.4	2	29	0.93	8
separator	0	4.19	1.02	0	26	1.00	5
sepia	0	3.86	1.18	0	28	1.00	3
september	0	3.81	1.36	0	27	1.00	561
septic	0	3.74	1.46	0	27	1.00	72
septum	0	4.48	1.02	0	29	1.00	18
sequel	0	2.86	1.6	0	29	1.00	90
sequence	0	3.1	1.26	0	29	1.00	428
sequencer	0	3.48	1.28	2	29	0.93	11
sequencing	0	2.43	1.33	0	30	1.00	17
sequential	0	2.35	1.08	0	31	1.00	10
sequentially	0	2.12	1.27	1	26	0.96	6
sequester	0	2.61	1.31	1	29	0.97	4
sequestered	0	2.3	1.2	1	28	0.96	25
sequestration	0	2.5	1.48	3	29	0.90	1
sequin	0	4.24	1.39	4	29	0.86	7
sequined	0	4.19	0.98	4	30	0.87	14
serenade	0	3.5	1.41	0	30	1.00	58
serendipitous	0	1.42	0.64	2	28	0.93	8
serendipity	0	1.62	1.02	2	28	0.93	29
serene	0	2.07	1.39	0	28	1.00	63
serenely	0	2.39	1.37	1	29	0.97	7
sereneness	0	1.83	0.92	3	27	0.89	0
serenity	0	1.62	1.08	0	29	1.00	91
serf	0	3.46	1.5	4	28	0.86	9
sergeant	0	4.7	0.54	0	27	1.00	3210
serial	0	2.44	1.63	0	27	1.00	577
serialization	0	2.07	1.27	3	30	0.90	1
serially	0	2.08	1.28	3	27	0.89	1
series	0	2.92	1.26	0	25	1.00	1028
serious	0	2.1	1.21	0	29	1.00	7566
seriously	0	2	1.15	2	27	0.93	3270
seriousness	0	1.5	0.82	0	30	1.00	64
sermon	0	3.34	1.49	0	29	1.00	139
sermonize	0	2.13	1.06	3	26	0.88	0
serotonin	0	3.69	1.49	1	30	0.97	16
serpent	0	4.97	0.19	0	29	1.00	99
serpentine	0	3.5	1.53	2	26	0.92	12
serrate	0	3	1.57	3	25	0.88	0
serrated	0	4.04	1.19	1	28	0.96	12
serration	0	3.33	1.46	4	28	0.86	2
serum	0	4.27	1.17	0	30	1.00	191
servable	0	2.15	1.06	2	29	0.93	0
servant	0	4.64	0.64	0	25	1.00	619
serve	0	3.78	1.28	0	27	1.00	1935
server	0	4.55	0.91	0	29	1.00	200
service	0	2.21	1.26	0	29	1.00	4076
serviceability	0	1.89	1.03	0	28	1.00	0
serviceable	0	1.62	0.78	1	30	0.97	12
serviceableness	0	2.08	1.22	4	29	0.86	0
serviceably	0	2	1.18	3	27	0.89	0
serviceman	0	4.57	0.69	0	28	1.00	8
servicer	0	3.41	1.55	1	28	0.96	0
servicewoman	0	4.48	0.67	1	24	0.96	0
serving	0	3.32	1.39	0	28	1.00	596
servitude	0	2.32	1.36	2	30	0.93	34
sesame	0	4.5	0.96	0	28	1.00	78
session	0	2.58	1.39	0	26	1.00	678
sessions	0	3.66	1.26	0	29	1.00	235
set	0	3.41	1.5	0	29	1.00	11805
setback	0	1.97	1.13	0	30	1.00	78
setoff	0	2.46	1.47	3	27	0.89	0
setting	0	2.96	1.34	2	29	0.93	1099
settle	0	2.31	1.14	0	29	1.00	2143
settled	0	2.61	1.2	0	28	1.00	991
settlement	0	3.07	1.39	0	29	1.00	322
settler	0	4.11	1.15	0	27	1.00	4
settling	0	2.26	1.4	0	27	1.00	210
setup	0	3.5	1.43	0	28	1.00	440
seven	0	3.72	1.62	0	29	1.00	5327
sevenfold	0	2.62	1.37	1	30	0.97	0
seventeen	0	3.19	1.49	0	27	1.00	296
seventeenth	0	3.68	1.52	1	26	0.96	19
seventh	0	3.9	1.33	0	31	1.00	497
seventieth	0	3.62	1.39	1	27	0.96	2
seventy	0	3.36	1.55	1	26	0.96	105
seventyfold	0	1.96	1.11	4	30	0.87	0
sever	0	4	1.3	0	26	1.00	80
severable	0	2.76	1.23	3	28	0.89	0
several	0	3	1.39	0	27	1.00	1978
severance	0	2.68	1.39	3	25	0.88	56
severe	0	2.43	1.1	1	29	0.97	480
severely	0	1.76	1.12	0	29	1.00	154
severity	0	1.76	1.09	0	29	1.00	30
sew	0	3.93	1.41	0	28	1.00	280
sewage	0	4.52	0.99	0	29	1.00	60
sewer	0	4.46	0.96	0	28	1.00	240
sewing	0	4.4	0.97	0	30	1.00	198
sewingmachine	0	4.78	0.8	0	27	1.00	0
sewn	0	3.85	1.26	1	27	0.96	66
sex	0	4.1	0.94	0	29	1.00	7761
sexed	0	2.58	1.33	0	26	1.00	6
sexiness	0	2.54	1.17	0	28	1.00	5
sexism	0	1.61	0.92	1	29	0.97	9
sexist	0	1.83	1.26	0	29	1.00	89
sexless	0	1.97	1.18	0	29	1.00	13
sexologist	0	3.42	1.55	2	28	0.93	0
sexology	0	2.37	1.45	3	30	0.90	1
sexploitation	0	2.42	1.5	4	28	0.86	1
sextant	0	4.3	1.02	4	27	0.85	8
sextet	0	3.81	1.42	2	29	0.93	6
sexting	0	3.46	1.38	1	25	0.96	0
sextuple	0	3.64	1.38	2	27	0.93	0
sextuplet	0	4.52	0.75	1	28	0.96	1
sexual	0	2.5	1.33	2	28	0.93	1693
sexuality	0	2.61	1.34	0	28	1.00	158
sexualize	0	2.37	1.21	1	28	0.96	0
sexually	0	2.33	1.24	0	27	1.00	442
sexy	0	2.64	1.6	0	25	1.00	1529
shabbily	0	2.33	1.09	2	26	0.92	4
shabbiness	0	2.12	1.13	2	27	0.93	0
shabby	0	2.81	1.66	0	27	1.00	87
shack	0	4.93	0.27	0	27	1.00	288
shackle	0	4.34	1.14	0	29	1.00	16
shackling	0	3.26	1.35	0	27	1.00	1
shade	0	3.38	1.27	0	26	1.00	304
shaded	0	3.5	1.4	0	28	1.00	8
shadily	0	1.71	0.86	1	32	0.97	0
shadiness	0	2.45	1.02	1	30	0.97	0
shading	0	3.33	1.32	0	30	1.00	16
shadow	0	4.54	0.64	0	28	1.00	1080
shadowbox	0	3.96	1.28	2	28	0.93	0
shadowboxing	0	3.59	1.27	1	30	0.97	2
shadowed	0	2.97	1.43	1	30	0.97	29
shadowiness	0	2.44	1.23	4	29	0.86	0
shadowing	0	2.96	1.35	0	28	1.00	25
shadowlike	0	2.29	1.3	0	28	1.00	0
shadowy	0	2.92	1.35	1	26	0.96	86
shady	0	2.96	1.23	0	28	1.00	120
shaft	0	4.71	0.53	0	28	1.00	393
shafted	0	3.23	1.39	1	27	0.96	10
shag	0	3.15	1.52	1	27	0.96	97
shagged	0	2.61	1.07	0	28	1.00	13
shaggily	0	2.38	1.31	3	27	0.89	0
shagginess	0	3.47	1.5	0	30	1.00	0
shaggy	0	3.23	1.31	0	26	1.00	78
shakable	0	3.48	1.31	0	27	1.00	0
shake	0	4.07	1.12	0	28	1.00	2021
shakedown	0	2.73	1.37	1	27	0.96	46
shaken	0	3.26	1.34	0	31	1.00	169
shaker	0	4.11	1.26	0	28	1.00	81
shakers	0	4.36	1.19	3	28	0.89	32
shakeup	0	2.78	1.4	2	29	0.93	3
shakily	0	2.69	1.46	1	27	0.96	1
shakiness	0	3.32	1.33	0	28	1.00	0
shaking	0	4.27	1.19	0	26	1.00	657
shaky	0	3.4	1.44	0	25	1.00	151
shale	0	3.84	1.52	2	27	0.93	9
shall	0	2.33	1.39	2	29	0.93	9441
shallot	0	4.59	1.01	1	28	0.96	2
shallow	0	3.45	1.4	0	29	1.00	301
shallowly	0	2	1.38	1	26	0.96	0
shallowness	0	2.27	1.37	0	26	1.00	5
shallows	0	3.33	1.63	1	25	0.96	20
shalom	0	2.17	1.55	4	28	0.86	74
sham	0	3.07	1.66	0	27	1.00	77
shaman	0	4.08	0.95	3	28	0.89	128
shamanism	0	2.15	1.35	3	29	0.90	7
shamble	0	2.6	1.22	3	28	0.89	2
shame	0	2.24	1.46	0	29	1.00	2120
shamed	0	2.18	1.02	0	28	1.00	44
shamefaced	0	2.85	1.43	1	27	0.96	0
shameful	0	1.71	1.08	0	28	1.00	98
shamefully	0	1.56	0.93	0	27	1.00	14
shamefulness	0	1.54	1.14	0	26	1.00	0
shameless	0	1.89	1.31	0	28	1.00	97
shamelessly	0	2.24	1.41	0	29	1.00	20
shamelessness	0	1.48	0.83	0	29	1.00	1
shampoo	0	4.68	0.72	0	28	1.00	215
shampooer	0	4.37	0.84	2	29	0.93	0
shamrock	0	4.89	0.31	0	28	1.00	14
shanghai	0	3.68	1.49	3	28	0.89	252
shank	0	4.18	1.09	1	29	0.97	69
shanty	0	3.97	1.27	1	30	0.97	23
shantytown	0	4.15	1.05	2	28	0.93	4
shape	0	3.14	1.51	0	28	1.00	1542
shaped	0	2.56	1.34	0	32	1.00	181
shapeless	0	2.46	1.37	0	28	1.00	5
shapelessly	0	2.52	1.36	2	27	0.93	0
shapelessness	0	2.12	1.3	2	26	0.92	0
shapeliness	0	2.78	1.4	0	27	1.00	0
shapely	0	2.74	1.4	0	27	1.00	18
shaping	0	2.62	1.3	0	26	1.00	53
sharable	0	2.36	1.25	3	28	0.89	0
shard	0	4.21	1.32	2	26	0.92	37
share	0	2.96	1.32	0	28	1.00	3545
shareable	0	1.93	1.09	0	28	1.00	0
sharecrop	0	3.81	1.44	1	28	0.96	0
sharecropper	0	3.88	0.9	4	28	0.86	5
shareholder	0	3.72	1.33	0	29	1.00	27
shareowner	0	3.13	1.53	0	30	1.00	0
sharer	0	3.25	1.22	1	25	0.96	2
shares	0	2.66	1.4	0	29	1.00	324
shark	0	4.93	0.37	0	30	1.00	764
sharkskin	0	4.77	0.43	1	27	0.96	3
sharp	0	3.86	1.22	0	29	1.00	1213
sharpen	0	3.72	1.36	0	29	1.00	57
sharpener	0	4.64	0.68	0	28	1.00	17
sharper	0	3.29	1.41	0	28	1.00	65
sharpie	0	4.69	0.85	1	30	0.97	7
sharply	0	2.38	1.15	0	29	1.00	29
sharpness	0	2.69	1.34	0	29	1.00	12
sharps	0	3.64	1.22	4	29	0.86	19
sharpshooter	0	4.59	0.57	0	27	1.00	27
sharpshooting	0	3.43	1.43	0	30	1.00	4
shatter	0	3.96	0.93	0	23	1.00	72
shattering	0	3.43	1.43	1	29	0.97	39
shatteringly	0	1.95	0.9	3	25	0.88	0
shatterproof	0	3.17	1.49	0	24	1.00	7
shave	0	4.23	1.14	0	30	1.00	702
shaved	0	4.3	1.06	0	30	1.00	227
shaven	0	3.71	1.3	1	29	0.97	10
shaver	0	4.35	0.94	3	29	0.90	24
shaving	0	4.63	0.84	0	27	1.00	298
shavings	0	4.5	0.82	0	30	1.00	21
shawl	0	5	0	2	27	0.93	70
she	0	3.36	1.55	0	25	1.00	190377
shear	0	3.37	1.36	2	29	0.93	21
shearer	0	3.89	1.29	1	29	0.97	7
shearing	0	3.15	1.49	0	26	1.00	10
shears	0	4.61	0.84	0	23	1.00	48
sheath	0	4.48	1.12	0	27	1.00	25
sheathe	0	3.84	1.31	3	28	0.89	5
sheathed	0	3.04	1.4	1	25	0.96	5
sheathing	0	3.36	1.28	2	30	0.93	2
shed	0	4.55	0.95	0	29	1.00	560
shedder	0	3.75	1.29	3	27	0.89	1
shedding	0	3.96	1.04	0	26	1.00	25
sheen	0	3.64	1.25	3	28	0.89	48
sheep	0	4.9	0.41	0	29	1.00	685
sheepdog	0	4.72	0.84	0	25	1.00	27
sheepherder	0	4.79	0.49	1	30	0.97	11
sheepherding	0	3.87	1.02	1	32	0.97	0
sheepish	0	2.36	1.16	0	28	1.00	5
sheepishly	0	1.96	1.19	0	27	1.00	3
sheepishness	0	1.72	0.92	1	30	0.97	0
sheepshearer	0	4.52	0.82	1	26	0.96	0
sheepskin	0	4.78	0.42	0	27	1.00	14
sheer	0	3.35	1.47	0	31	1.00	233
sheered	0	3.04	1.66	2	25	0.92	3
sheering	0	2.91	1.56	4	27	0.85	0
sheerness	0	2.7	1.44	1	28	0.96	0
sheet	0	4.93	0.26	0	28	1.00	592
sheeted	0	3.46	1.28	4	28	0.86	2
sheetrock	0	4.86	0.59	2	30	0.93	16
sheik	0	4.6	0.91	3	28	0.89	77
shelf	0	4.96	0.19	0	27	1.00	355
shell	0	4.8	0.82	0	25	1.00	674
shellac	0	4.07	1.12	1	29	0.97	5
shelled	0	3.97	1.09	0	29	1.00	39
shellfish	0	4.53	0.97	0	30	1.00	50
shelling	0	3.17	1.42	1	31	0.97	74
shellshock	0	2.83	1.49	0	30	1.00	0
shelter	0	4.64	0.62	0	28	1.00	595
sheltered	0	3.62	1.06	0	24	1.00	53
shelve	0	4.41	1.05	0	27	1.00	10
shelving	0	4.67	0.62	0	27	1.00	12
shemale	0	4	1.11	3	30	0.90	0
shenanigan	0	2.36	1.25	0	25	1.00	3
shepherd	0	4.67	0.66	0	30	1.00	379
shepherdess	0	4.36	1.03	1	29	0.97	6
sherbet	0	4.83	0.76	0	29	1.00	29
sheriff	0	4.5	0.86	0	30	1.00	3115
sherry	0	4.32	1.09	2	30	0.93	705
shield	0	4.66	0.86	0	29	1.00	418
shielded	0	3.26	1.32	0	27	1.00	26
shielding	0	3	1.22	0	28	1.00	42
shift	0	2.81	1.3	2	28	0.93	1164
shifter	0	3.68	1.36	1	29	0.97	15
shiftily	0	1.91	1.04	3	26	0.88	0
shiftiness	0	2.26	1.06	0	27	1.00	0
shifting	0	2.86	1.55	0	29	1.00	89
shiftless	0	2.27	1.34	1	27	0.96	17
shiftlessness	0	2.11	1.2	1	29	0.97	0
shifty	0	1.91	1.04	1	24	0.96	37
shilling	0	4.46	0.98	3	27	0.89	75
shimmer	0	3.28	1.46	0	29	1.00	28
shimmering	0	2.76	1.43	0	29	1.00	32
shimmery	0	3.24	1.51	3	28	0.89	4
shimmy	0	3.81	1.21	1	28	0.96	59
shin	0	4.86	0.45	0	28	1.00	157
shinbone	0	4.8	0.82	3	28	0.89	15
shindig	0	3.52	1.3	1	30	0.97	69
shine	0	3.85	1.23	0	27	1.00	1053
shiner	0	3.79	1.42	1	29	0.97	38
shingle	0	4.82	0.39	0	28	1.00	38
shingled	0	4.05	1.17	3	25	0.88	1
shingles	0	4.47	0.97	0	30	1.00	33
shininess	0	3.25	1.46	2	30	0.93	0
shining	0	3.39	1.31	0	28	1.00	501
shiningly	0	2.21	1.24	1	30	0.97	0
shiny	0	3.33	1.49	0	27	1.00	398
ship	0	4.87	0.34	0	23	1.00	5043
shipboard	0	3.93	1.3	2	30	0.93	11
shipbuilder	0	4.62	0.56	0	29	1.00	2
shipbuilding	0	4.63	0.74	2	29	0.93	5
shipload	0	4.19	0.98	0	26	1.00	3
shipman	0	3.92	1.32	2	26	0.92	6
shipmaster	0	4.33	1.04	2	29	0.93	0
shipmate	0	4.52	0.75	1	28	0.96	17
shipment	0	4.48	0.75	0	27	1.00	322
shippable	0	2.46	1.43	1	29	0.97	0
shipped	0	2.62	1.35	0	29	1.00	214
shipper	0	3.93	1.33	1	28	0.96	6
shipping	0	3.59	1.05	0	27	1.00	322
shipshape	0	2.76	1.46	0	29	1.00	30
shipwreck	0	4.3	1.03	0	27	1.00	27
shipyard	0	4.79	0.66	0	24	1.00	43
shirt	0	4.94	0.38	1	6069	1.00	2365
shirtdress	0	4.69	0.88	3	29	0.90	0
shirtfront	0	4.43	1.21	2	23	0.91	1
shirtless	0	4.43	0.97	0	30	1.00	14
shirtsleeve	0	4.64	0.73	1	29	0.97	1
shirttail	0	4.78	0.51	2	29	0.93	15
shit	0	4.33	1.03	0	30	1.00	24207
shitfaced	0	2.97	1.52	1	30	0.97	21
shithead	0	2.26	1.18	3	26	0.88	171
shitload	0	2.96	1.4	3	29	0.90	80
shitty	0	2.58	1.39	1	27	0.96	371
shiver	0	3.88	1.27	2	27	0.93	78
shivering	0	3.54	1.32	0	28	1.00	82
shock	0	4	1.07	0	29	1.00	1468
shocker	0	2.71	1.33	1	29	0.97	48
shocking	0	2.46	1.1	0	28	1.00	315
shockingly	0	1.52	0.83	0	29	1.00	27
shockproof	0	2.85	1.32	1	27	0.96	1
shockwave	0	3.78	1.28	0	27	1.00	12
shoddily	0	2.17	1.13	3	27	0.89	0
shoddiness	0	2.67	1.43	4	28	0.86	0
shoddy	0	2.87	1.14	0	23	1.00	37
shoe	0	4.97	0.18	0	30	1.00	1550
shoebox	0	4.85	0.77	2	29	0.93	0
shoehorn	0	4.57	0.92	0	28	1.00	13
shoeing	0	2.91	1.53	2	25	0.92	10
shoelace	0	5	0	0	27	1.00	38
shoeless	0	4.28	1.1	0	29	1.00	25
shoemaker	0	4.54	0.58	0	28	1.00	30
shoemaking	0	3.48	1.55	0	27	1.00	0
shoeshine	0	4.21	0.92	0	28	1.00	36
shoestring	0	4.87	0.43	0	30	1.00	13
shogun	0	3.92	1.38	3	27	0.89	34
shone	0	3.14	1.61	1	23	0.96	30
shook	0	3.72	1.28	0	25	1.00	303
shoot	0	3.97	1.22	0	30	1.00	8412
shooter	0	4.14	1.04	0	28	1.00	499
shooting	0	3.85	1.32	0	27	1.00	2871
shootout	0	3.93	1.07	0	29	1.00	53
shop	0	4.31	1.17	0	29	1.00	2731
shopaholic	0	2.72	1.25	0	29	1.00	0
shopkeeper	0	4.43	1.01	0	30	1.00	20
shopkeeping	0	3.18	1.19	1	29	0.97	0
shoplift	0	3.59	1.25	0	27	1.00	17
shoplifter	0	4.32	1.22	0	25	1.00	25
shoplifting	0	3.33	1.49	0	24	1.00	78
shopper	0	4.44	1.12	0	27	1.00	33
shopping	0	3.44	1.37	0	27	1.00	1530
shoptalk	0	2.89	1.63	2	29	0.93	6
shore	0	4.79	0.63	0	28	1.00	1013
shorebird	0	4.37	1.04	2	29	0.93	0
shorefront	0	4.41	0.87	1	30	0.97	0
shoreline	0	4.87	0.35	0	30	1.00	28
shorn	0	3.12	1.23	4	28	0.86	13
short	0	3.61	1.41	0	23	1.00	4367
shortage	0	2.46	1.32	0	28	1.00	134
shortbread	0	4.56	0.77	0	25	1.00	10
shortcake	0	4.41	1.08	1	28	0.96	26
shortchange	0	2.77	1.42	2	28	0.93	3
shortcoming	0	2.17	1.17	0	29	1.00	5
shortcut	0	3.2	1.42	0	30	1.00	201
shorten	0	3.11	1.57	0	28	1.00	52
shortening	0	4.04	1.37	0	28	1.00	17
shorter	0	3.54	1.4	0	28	1.00	300
shortfall	0	2.22	1.48	1	28	0.96	4
shorthand	0	3.57	1.5	1	29	0.97	51
shorthanded	0	2.56	1.31	0	27	1.00	26
shortie	0	3.15	1.35	3	29	0.90	11
shortlist	0	3.13	1.33	1	31	0.97	1
shortlived	0	2.04	1	0	28	1.00	0
shortly	0	2.31	1.28	0	29	1.00	513
shortness	0	3.14	1.41	1	29	0.97	43
shorts	0	4.82	0.61	0	28	1.00	480
shortsighted	0	2.28	1.31	1	26	0.96	18
shortsightedly	0	2.22	1.4	0	27	1.00	0
shortsightedness	0	2.31	1.31	1	30	0.97	2
shortstop	0	4.23	1.1	0	30	1.00	41
shortwave	0	2.85	1.54	2	28	0.93	20
shorty	0	2.88	1.48	2	28	0.93	349
shot	0	4.44	0.89	0	27	1.00	11599
shotgun	0	4.96	0.19	0	27	1.00	512
should	0	1.53	0.82	0	30	1.00	54159
shoulder	0	4.93	0.27	0	27	1.00	1336
shouldered	0	2.42	1.14	0	26	1.00	5
shouldering	0	2.77	1.31	0	26	1.00	6
shout	0	4.17	1.17	0	29	1.00	839
shouter	0	3.62	1.27	2	31	0.94	2
shouting	0	3.97	1.25	0	30	1.00	744
shove	0	4.04	1.29	0	27	1.00	674
shovel	0	4.97	0.18	0	30	1.00	349
shovelful	0	3.92	1.1	2	26	0.92	4
show	0	3.97	0.93	0	30	1.00	24906
showbiz	0	3.48	1.3	0	29	1.00	25
showboat	0	3.67	1.49	2	26	0.92	20
showboating	0	2.83	1.56	0	29	1.00	12
showbusiness	0	3.25	1.24	0	28	1.00	0
showcase	0	3.39	1.34	0	28	1.00	31
showcasing	0	3.62	1.12	1	30	0.97	4
showdown	0	3.21	1.21	0	29	1.00	64
shower	0	4.89	0.42	0	27	1.00	2097
showerhead	0	4.93	0.38	0	27	1.00	9
showery	0	2	1.15	4	26	0.85	0
showgirl	0	4.44	1.09	0	27	1.00	46
showily	0	2.46	1.28	4	28	0.86	0
showiness	0	1.84	0.9	2	27	0.93	0
showing	0	3.06	1.36	0	31	1.00	1587
showman	0	3.7	1.51	0	30	1.00	17
showmanship	0	2.42	1.28	3	27	0.89	14
